AccessionsID,ProteinAccessions,Qvalue,Genes,ProteinDescriptions,ProteinNames,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9,AP10,NC1,NC2,NC3
Q12805,Q12805,0.007058156,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,FBLN3_HUMAN,-2.092436018,-2.486860487,-2.208805482,-1.491327687,-0.992233305,-3.275522306,-2.483091853,-1.641818343,-2.31028153,-1.999960269,-1.678723454,-2.249704964,-2.36204037
Q12830,Q12830,0.014676828,BPTF,Nucleosome-remodeling factor subunit BPTF,BPTF_HUMAN,-3.609548556,-0.49775899,-4.629337812,1.996179438,2.291394103,-0.165033788,-2.415756076,-3.828486267,-1.786247562,-0.175283552,-2.515564132,-3.086421711,-1.4830651
Q12860,Q12860,0.181168468,CNTN1,Contactin-1,CNTN1_HUMAN,-2.483415771,-1.801077088,-3.780648563,-4.93479868,-4.020255091,-1.040594442,-5.197511401,-5.34716214,-5.204425208,-5.595903588,-1.175452272,-4.775725049,-4.397042615
Q12912,Q12912,8.76E-11,LRMP,Lymphoid-restricted membrane protein,LRMP_HUMAN,5.162677828,3.915939811,2.952392402,4.322221899,4.470466496,3.401650115,2.652311047,4.929404704,-3.118323368,-0.067239627,1.794893961,0.294077776,0.499691734
Q12913,Q12913,0.134980846,PTPRJ,Receptor-type tyrosine-protein phosphatase eta,PTPRJ_HUMAN,-3.939571797,-6.143447068,-5.673986353,-6.837212365,-5.02218403,-4.906048449,-4.774975773,-4.108562194,-5.400237485,-5.496764507,-3.693936399,-4.018697906,-2.17871306
Q13093,Q13093,0.015820726,PLA2G7,Platelet-activating factor acetylhydrolase,PAFA_HUMAN,-6.269770152,-4.343697471,-5.567005507,-7.089868042,-4.379711562,-1.498192441,-3.302735892,-4.122297172,-5.16184186,-1.834699214,-3.329999857,-3.36266537,-3.728316471
Q13201,Q13201,0.023962286,MMRN1,Multimerin-1,MMRN1_HUMAN,1.46430217,-5.117218075,-0.897507838,-2.232447453,-4.822638076,-3.945623213,0.235098334,1.772741159,-0.637815485,-4.794897287,-2.15948504,-3.466689697,-4.222058363
Q13228,Q13228,0.03756246,SELENBP1,Methanethiol oxidase,SBP1_HUMAN,-4.387227078,-3.329846832,-4.029376452,-5.909142188,-0.350970093,-3.44048493,-2.709671157,-2.596787586,-4.991613829,-1.79237476,-3.846403778,-4.890026401,-4.356748
Q13449,Q13449,0.133228553,LSAMP,Limbic system-associated membrane protein,LSAMP_HUMAN,-4.555720016,-4.42853937,-6.863858611,-5.227986201,-6.577179727,-4.882815821,-3.157991975,-8.432894204,-3.581267883,-5.496764507,-7.184602937,-4.775725049,-3.927795413
Q13740,Q13740,0.019025327,ALCAM,CD166 antigen,CD166_HUMAN,-0.809985339,-0.016467154,0.399525562,0.726497394,0.910084068,2.135559557,0.961968979,0.492217461,1.970696997,1.807808337,-0.277525285,0.824137118,1.004111069
Q13790,Q13790,0.002619426,APOF,Apolipoprotein F,APOF_HUMAN,0.581224557,-0.141168565,-0.049800256,1.234825677,1.467922155,1.30344834,0.825101286,0.028441045,-0.026689267,0.384998705,0.185251258,0.415181284,0.595334582
Q13822,Q13822,0.011178457,ENPP2,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2,ENPP2_HUMAN,1.078346059,2.418269948,-4.757292925,1.983376401,1.685935993,1.833591158,1.963575759,1.666301072,1.625017197,-4.913795995,-4.27886292,1.465639568,2.503929494
Q13867,Q13867,0.014643681,BLMH,Bleomycin hydrolase,BLMH_HUMAN,-3.664008121,-2.213818779,2.577846979,-4.308002308,-3.396140625,-4.877967075,-4.168665225,-3.266255473,-3.297443038,-2.702540588,-2.999769191,-4.821880737,-2.12740349
Q14118,Q14118,0.115364608,DAG1,Dystroglycan,DAG1_HUMAN,-0.624385938,-5.685254167,-3.422481154,-3.701554111,-5.275236511,-6.175496562,-4.02644688,-3.789253726,-3.297443038,-3.552816539,-6.358213419,-4.018697906,-1.868105252
Q14126,Q14126,0.057439417,DSG2,Desmoglein-2,DSG2_HUMAN,-2.737328303,0.292947167,-3.128531808,-3.254692655,-2.950456111,-3.945623213,-0.766655507,-3.771066156,-2.505964832,-0.674605779,-0.976234249,-0.605207351,0.499691734
Q14247,Q14247,0.006495282,CTTN,Src substrate cortactin,SRC8_HUMAN,-3.209164901,-5.687576104,-0.492176239,-4.670614423,-5.820771142,-2.940978655,-1.56877748,-3.789253726,-0.637815485,-3.181238761,-2.245968516,-2.578346952,-1.21259121
Q14376,Q14376,0.086078558,GALE,UDP-glucose 4-epimerase,GALE_HUMAN,-1.970045763,1.781434999,-2.710937115,2.116396935,-1.875486073,-4.970748737,-4.535046615,-8.432894204,-2.684398131,-3.498745756,-2.639823903,-4.018697906,-1.145201875
Q14515,Q14515,0.116671951,SPARCL1,SPARC-like protein 1,SPRL1_HUMAN,-6.340565481,-5.275034292,-6.038960315,-4.585059324,-5.55771705,-5.041922117,-6.995059647,-3.293842996,-5.988955008,-4.719731904,-5.491502687,-6.158294048,-5.286054225
Q14520,Q14520,0.003308076,HABP2,Hyaluronan-binding protein 2,HABP2_HUMAN,-0.07661959,0.410266641,0.532734112,0.726497394,0.839687896,0.686393466,-1.659788692,-0.550091337,-0.202070421,0.110885766,-0.959786199,-0.761163581,-0.641755977
Q14624,Q14624,1.18E-06,ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4,ITIH4_HUMAN,1.082396555,0.965498938,1.899778149,1.911938241,0.255222565,1.761239313,1.037560537,1.889337762,0.947190722,0.913462868,0.819926708,-0.068107324,0.282050525
Q14766,Q14766,0.024093491,LTBP1,Latent-transforming growth factor beta-binding protein 1,LTBP1_HUMAN,-3.326952942,-3.863355978,-4.079570199,-5.182561012,-5.820771142,-2.684782924,-3.086196108,-3.360807676,-6.079776982,-5.595903588,-4.433658216,-4.775725049,-3.021343319
Q14896,Q14896,0.071911772,MYBPC3,"Myosin-binding protein C, cardiac-type",MYPC3_HUMAN,0.508967375,-0.230981777,-0.582168027,-1.475042441,-0.030202226,0.497007943,-0.762627717,0.129542996,-0.916595279,-0.584464965,-0.161038465,-0.551927728,0.343526492
Q14CN4,Q14CN4;Q3SY84;Q7RTS7;Q86Y46,0.156008523,KRT72;KRT71;KRT74;KRT73,"Keratin, type II cytoskeletal 72;Keratin, type II cytoskeletal 71;Keratin, type II cytoskeletal 74;Keratin, type II cytoskeletal 73",K2C72_HUMAN;K2C71_HUMAN;K2C74_HUMAN;K2C73_HUMAN,0.333450691,0.158767058,0.030247678,-1.244417594,-2.408936994,-1.714583552,-4.293722381,-0.10219396,-1.341366223,-1.223695299,-0.621092289,-0.385142886,-0.514245313
Q15063,Q15063,0.062967858,POSTN,Periostin,POSTN_HUMAN,-0.556171307,0.285191406,-1.479437079,1.001971136,-1.823995332,-1.581309826,-4.497282289,-1.780624127,0.862762031,-5.773823358,-4.776531859,-3.06419672,-5.309576998
Q15113,Q15113,0.025724486,PCOLCE,Procollagen C-endopeptidase enhancer 1,PCOC1_HUMAN,-4.883420334,-2.638316751,-1.809439814,-1.269159761,-0.796688864,-3.695699852,0,0.182969149,-0.074563596,1.557819711,-0.884397864,-0.094506316,0.289656268
Q15166,Q15166,0.047900367,PON3,Serum paraoxonase/lactonase 3,PON3_HUMAN,-4.25583326,-1.614996931,-1.611435669,-2.871020772,-3.396140625,-2.607319354,-5.175815524,-6.013831764,-5.16184186,-2.808630965,-3.155327807,-3.666310469,-1.868105252
Q15365,Q15365,0.064507328,PCBP1,Poly(rC)-binding protein 1,PCBP1_HUMAN,-8.134552573,-7.251373728,-6.421291835,-3.831771291,-4.429786744,-4.020153023,-4.862457141,-2.547457095,-5.425602744,-0.356374071,-5.491502687,-7.211621565,-5.033947
Q15435,Q15435,0.172038754,PPP1R7,Protein phosphatase 1 regulatory subunit 7,PP1R7_HUMAN,0.587427174,2.418269948,0.644046266,-4.087669907,-7.485217375,-3.31834433,-4.108285875,-0.50118145,-2.515599389,-3.918938635,-1.603418965,-1.424371631,-1.058887353
Q15485,Q15485,0.180420667,FCN2,Ficolin-2,FCN2_HUMAN,-2.193502943,-0.252937297,-2.855706893,-3.242417,-1.157919129,-0.942138568,-0.34066057,-3.771066156,-3.172361571,-0.856943877,-0.548530591,-1.095673054,-0.89245442
Q15582,Q15582,0.011410892,TGFBI,Transforming growth factor-beta-induced protein ig-h3,BGH3_HUMAN,-1.821921235,-1.970437225,-0.977249465,-2.696898808,-4.379711562,-1.501150778,-1.133016218,-0.772327105,-2.515599389,-3.293280636,-2.29403297,-3.471707947,-1.329106666
Q15848,Q15848,0.10446926,ADIPOQ,Adiponectin,ADIPO_HUMAN,-2.36365351,-3.119448476,-2.520704447,-4.034981867,-2.321034234,-3.537906506,-6.995059647,-5.429904017,-3.51346325,-2.536863102,-4.373495393,-4.018697906,-1.797350571
Q15942,Q15942,0.157800307,ZYX,Zyxin,ZYX_HUMAN,-5.933561518,-5.093850757,-2.806597892,-4.069632789,-7.485217375,-7.533971095,-5.877228614,-6.0151797,-3.658046349,-3.552816539,-6.358213419,-4.775725049,-2.228030299
Q16270,Q16270,0.182222607,IGFBP7,Insulin-like growth factor-binding protein 7,IBP7_HUMAN,0.000386718,0.965498938,-1.972520995,3.242990799,-0.960833042,-0.073537648,0.330745572,-0.016594916,-0.054792511,0.44181188,-1.304794946,-2.360750846,-2.955191831
Q16394,Q16394,0.088332173,EXT1,Exostosin-1,EXT1_HUMAN,-0.624385938,-4.828856617,0.344932558,-3.596464788,-3.825083246,-1.86039003,-6.293487117,-1.903347273,-4.309021968,-5.595903588,-4.361704395,-4.775725049,-7.108624405
Q16563,Q16563,0.116671951,SYPL1,Synaptophysin-like protein 1,SYPL1_HUMAN,-2.680056458,-1.298569763,-0.596938737,-1.278877992,-3.669698778,-1.444773629,0.033413468,-1.627694515,0.803595069,-1.085241744,-1.077070907,-0.605207351,0.130558317
Q16610,Q16610,3.80E-08,ECM1,Extracellular matrix protein 1,ECM1_HUMAN,-0.781082627,-0.860484893,-3.488530782,-1.187128394,-1.225610608,-1.115229491,-0.926754645,-1.679344302,-1.469699527,-0.05471655,-0.338253913,-2.082098477,-0.09754005
Q16706,Q16706,0.068542389,MAN2A1,Alpha-mannosidase 2,MA2A1_HUMAN,-6.269770152,-4.265542275,-4.777733392,-2.523212127,-4.656293358,-4.882815821,-2.617654915,-3.192870321,-6.001313331,-4.070548482,-7.184602937,-8.534204446,-8.654641573
Q16822,Q16822,0.026308869,PCK2,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",PCKGM_HUMAN,2.026538,1.299939232,0.476220373,0.806564347,0.333515482,-4.404898837,-4.02644688,-3.48300522,-2.684398131,-1.537231336,-1.392828603,-2.93205739,-0.576188612
Q16851,Q16851,0.060853044,UGP2,UTP--glucose-1-phosphate uridylyltransferase,UGPA_HUMAN,-0.422598721,0.201884927,0.092875724,-1.63712018,-1.306775622,2.817163188,-1.255430355,-3.448003851,-0.638975165,-1.627834627,-3.278489309,-1.424371631,-2.934859866
Q16853,Q16853,0.136595761,AOC3,Membrane primary amine oxidase,AOC3_HUMAN,-5.933561518,-3.442884156,0.344932558,-1.4832279,-1.277533831,-3.343117276,-0.003250465,-1.641818343,-0.922151578,-0.409070433,-1.077070907,-3.676350196,-1.474667184
Q4G148,Q4G148,0.185327876,GXYLT1,Glucoside xylosyltransferase 1,GXLT1_HUMAN,-5.389696466,-6.660023717,-6.117035249,-4.969381523,-6.751084543,-5.041922117,0.923112178,-3.789253726,-4.385478529,-1.88088547,-7.184602937,-3.251490273,-1.329106666
Q4KWH8,Q4KWH8,0.169327784,PLCH1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1",PLCH1_HUMAN,-1.087079426,-0.120826893,-1.051545845,-1.881760591,-4.039161483,-1.69044949,-2.664028601,-2.015226782,1.625017197,-1.223695299,-4.106200302,-1.388326584,-0.241155379
Q4LDE5,Q4LDE5,0.021354515,SVEP1,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",SVEP1_HUMAN,-2.571816125,2.418269948,-2.763629055,-5.225166312,-0.78707337,-0.165033788,-4.168665225,-3.773275351,-3.51346325,-2.627233952,-0.084030234,-3.802372677,-1.4830651
Q562R1,Q562R1,0.140718595,ACTBL2,Beta-actin-like protein 2,ACTBL_HUMAN,-3.304602756,-6.09321935,-2.806597892,-2.615973485,-2.408936994,-3.275522306,-2.994804431,0.498619179,-4.883139408,0.044831474,-6.24988576,-5.966178714,-2.898710575
Q5T013,Q5T013,0.042027862,HYI,Putative hydroxypyruvate isomerase,HYI_HUMAN,-0.916556985,2.425426426,1.098586514,-0.272267612,4.17746535,1.621861492,-4.743715934,-2.458781926,-1.710285389,-0.528250246,1.471340078,-0.914367546,-0.450180147
Q5T749,Q5T749,0.054065809,KPRP,Keratinocyte proline-rich protein,KPRP_HUMAN,-1.379519198,-1.138373237,-2.213890146,-1.63712018,-2.911470977,-1.878231805,-2.905030696,-3.22536642,-1.551687445,-6.108858508,-3.292768481,-4.890026401,-3.468257577
Q5T7N2,Q5T7N2,3.27E-05,L1TD1,LINE-1 type transposase domain-containing protein 1,LITD1_HUMAN,8.264880389,8.678813704,8.265385177,8.739881564,8.668672014,8.406450307,8.245495465,8.717508444,8.268696218,8.91778348,7.910603964,8.200824497,8.423408559
Q5VST9,Q5VST9,0.072260517,OBSCN,Obscurin,OBSCN_HUMAN,0.000386718,1.064675505,0.755768322,0.057596286,-0.154181176,0.240746447,-0.980253813,-1.045687428,-1.251960883,-0.618799723,0.771486897,-1.659971063,-1.215577419
Q5VU43,Q5VU43;Q96SN8,0.026240652,PDE4DIP;CDK5RAP2,Myomegalin;CDK5 regulatory subunit-associated protein 2,MYOME_HUMAN;CK5P2_HUMAN,2.670924329,2.704847362,2.520604674,3.242990799,2.082898652,1.621861492,-1.768110493,0.447743596,-0.922151578,-0.664801438,1.111187624,0.219771012,-2.12386004
Q66K66,Q66K66,0.000415221,TMEM198,Transmembrane protein 198,TM198_HUMAN,4.131717569,4.553086866,3.780032752,4.345524915,3.087363431,3.853926684,2.088834262,2.550221479,2.540628019,3.229418111,2.236846886,1.903218307,2.381407646
Q68DL7,Q68DL7,0.010444383,C18orf63,Uncharacterized protein C18orf63,CR063_HUMAN,3.550983825,3.401016703,3.090499931,3.281605581,-0.136640681,2.472559869,2.691138683,3.076486797,3.015891665,2.941731883,0.725075441,1.686023551,0.910130155
Q6EMK4,Q6EMK4,0.03133435,VASN,Vasorin,VASN_HUMAN,-2.496118523,-2.456750291,-2.568876726,-1.249048704,-5.579350302,-4.906048449,-2.728571261,-1.629935463,-3.382163173,-3.293280636,-7.656616935,-3.320636381,-2.647384454
Q6GTS8,Q6GTS8,0.134889279,PM20D1,N-fatty-acyl-amino acid synthase/hydrolase PM20D1,P20D1_HUMAN,-4.387227078,-3.119448476,-1.536702163,-2.501423556,-0.429970483,-3.31834433,-7.661257652,-6.013831764,-6.680631935,-5.16331942,-3.527650657,-4.890026401,-6.115546168
Q6NT04,Q6NT04,0.071463363,TIGD7,Tigger transposable element-derived protein 7,TIGD7_HUMAN,-3.005967072,-2.542532925,-6.140226429,0.153632053,-4.039161483,-5.702157404,-6.995059647,-8.608147827,-4.000479598,-8.133635495,-7.507775134,-10.33954419,-4.713629236
Q6NUN9,Q6NUN9,0.042684254,ZNF746,Zinc finger protein 746,ZN746_HUMAN,-2.135250762,-5.201451405,-1.86781805,-5.425423969,-2.045639031,-5.739984376,-4.743715934,-2.681566058,-2.162613541,-1.748919683,-1.947215909,-2.360750846,-1.910493871
Q6P179,Q6P179,0.026752528,ERAP2,Endoplasmic reticulum aminopeptidase 2,ERAP2_HUMAN,-6.269770152,-7.050771293,-4.923365064,-5.103286002,-3.373749102,-5.128654211,-0.762627717,0.445209528,-0.900271444,0.761185395,-4.731302675,0.219771012,-0.707282088
Q6P587,Q6P587,0.027711314,FAHD1,"Acylpyruvase FAHD1, mitochondrial",FAHD1_HUMAN,4.975654934,6.030644337,5.354985951,6.164143209,5.800511962,6.22226164,5.726325122,6.335513868,5.660666982,6.336523805,6.138968626,5.632454991,5.891057896
Q6UVK1,Q6UVK1,0.148986793,CSPG4,Chondroitin sulfate proteoglycan 4,CSPG4_HUMAN,-5.649664534,-6.760959258,-2.934859379,-5.3924029,-4.309809609,-4.351360889,-6.003706306,-4.841154231,-5.027717517,-5.259577911,-6.358213419,-7.211621565,-7.258636354
Q6UWP8,Q6UWP8,0.212316896,SBSN,Suprabasin,SBSN_HUMAN,-3.953264459,-3.534884466,-2.33684522,-3.478467786,-1.057784892,-2.646680596,-2.088647691,-6.139126891,-3.886875513,-1.877949579,-2.554406362,-3.367609733,-1.457686583
Q6UX71,Q6UX71,0.123541751,PLXDC2,Plexin domain-containing protein 2,PXDC2_HUMAN,-5.628279685,-6.47000328,-4.923365064,-6.467842037,-5.978555628,-4.020153023,-2.088647691,-3.802824821,-1.788361035,-5.63382304,-4.713613163,-3.810842661,-2.411625419
Q6UXB8,Q6UXB8,0.116823503,PI16,Peptidase inhibitor 16,PI16_HUMAN,-2.024196928,-4.311360883,-0.010913873,-3.647476543,-3.24874272,-2.380887597,-1.255430355,-1.745345391,-1.37083076,-4.051056135,-5.532853661,-3.06419672,-3.254763031
Q6UY14,Q6UY14,0.194280319,ADAMTSL4,ADAMTS-like protein 4,ATL4_HUMAN,-1.386472535,-2.7989206,0.142179928,-4.93479868,-4.429786744,-4.080004882,-3.271624216,-3.828486267,-4.883139408,-3.36084682,-1.445166083,-1.677106515,-1.300516
Q6WN34,Q6WN34,0.178758605,CHRDL2,Chordin-like protein 2,CRDL2_HUMAN,-2.106297781,-1.796257865,-0.468114017,-0.343051503,0.000682605,-0.280322427,0.176772139,0.683235497,-0.640803042,1.413422778,-0.161038465,0.294077776,-1.308212962
Q6XQN6,Q6XQN6,0.121652585,NAPRT,Nicotinate phosphoribosyltransferase,PNCB_HUMAN,0.587427174,0.740346862,-1.562238848,-2.935690345,-2.229648754,-1.862744233,-6.293487117,-3.142029679,-2.684398131,-6.917083023,-0.95913874,-2.262080963,-2.2306681
Q6YHK3,Q6YHK3,0.00691592,CD109,CD109 antigen,CD109_HUMAN,2.663144633,3.081521817,2.815531862,2.424633297,0.152385053,0.65164895,1.041666691,1.896408978,0.6196394,1.391415557,1.019422287,0.19774036,0.046439212
Q6ZN30,Q6ZN30,0.012191343,BNC2,Zinc finger protein basonuclin-2,BNC2_HUMAN,0.851828449,-0.776685862,1.195627296,-0.404380688,0.333515482,0.236052871,-0.748748171,2.237350637,-1.619674443,-0.093500946,-1.603418965,-0.711959661,0.579845005
Q76KX8,Q76KX8,0.130701674,ZNF534,Zinc finger protein 534,ZN534_HUMAN,1.500613924,1.243291431,0.793639264,0.496619027,-0.082969904,0.561022177,1.688606351,2.495000509,0.806352049,0.824112522,-1.437669442,1.214577277,0.046439212
Q76LX8,Q76LX8,0.0378084,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,ATS13_HUMAN,-0.624385938,-4.24729215,-6.863858611,-4.622994854,-1.057784892,-5.739984376,-3.302735892,-2.596787586,-7.004670789,-6.534341741,-4.433658216,-4.890026401,-2.898710575
Q7Z5N4,Q7Z5N4,0.140718595,SDK1,Protein sidekick-1,SDK1_HUMAN,-4.804551213,-8.208339243,-7.573337901,-5.440355158,-4.529605041,-6.193599854,-6.293487117,-5.763993521,-6.374871634,-5.741636278,-6.135266857,-6.342176119,-4.884227025
Q7Z7G0,Q7Z7G0,0.036520658,ABI3BP,Target of Nesh-SH3,TARSH_HUMAN,-3.005967072,-1.31473693,-5.673986353,-4.932816058,-6.500773603,-5.241503723,-6.021526777,-8.705540311,-3.51346325,-7.281828775,-6.800135557,-4.290234928,-4.356748
Q86SQ4,Q86SQ4,0.132006778,ADGRG6,Adhesion G-protein coupled receptor G6,AGRG6_HUMAN,-4.353675332,-6.049425522,-6.140226429,-5.854446788,-5.820771142,-5.214006652,-6.995059647,-5.684029991,-5.988955008,-4.833420419,-5.491502687,-8.534204446,-7.887806661
Q86TJ5,Q86TJ5,0.056045393,ZNF554,Zinc finger protein 554,ZN554_HUMAN,5.939119752,6.030644337,5.311212718,5.912058911,3.019828011,3.131052425,3.250650281,5.814077057,2.622716559,4.643381774,3.625034797,2.680601472,3.494076656
Q86U17,Q86U17,0.011410892,SERPINA11,Serpin A11,SPA11_HUMAN,-4.462682339,-4.273151894,-4.11593998,-3.868477342,-4.309809609,-3.59411601,-6.293487117,-6.733359757,-2.684398131,-2.536863102,-7.116829482,-8.190551249,-7.887806661
Q86UD1,Q86UD1,0.172038754,OAF,Out at first protein homolog,OAF_HUMAN,-4.475411591,-1.801077088,-4.542605956,-3.560801006,2.245861644,-3.714374053,-7.247150623,-5.582873205,-9.481287717,-2.818619868,-4.373495393,-7.972581201,-5.410049533
Q86UW6,Q86UW6,0.041799425,N4BP2,NEDD4-binding protein 2,N4BP2_HUMAN,-0.446163556,-0.521307965,0.913286705,0.81097966,0.333515482,-0.030491423,0.130422243,1.126215848,0.505538224,-0.35371634,0.185251258,-1.75727541,-0.086657545
Q86UX7,Q86UX7,0.059321622,FERMT3,Fermitin family homolog 3,URP2_HUMAN,-5.226832525,-1.989626198,-3.084112784,-1.379119252,-2.966252672,-3.611281771,-3.072955396,-2.333067187,-5.16184186,-2.695577655,-2.554406362,-3.69275555,-1.797350571
Q86VB7,Q86VB7,0.035869511,CD163,Scavenger receptor cysteine-rich type 1 protein M130,C163A_HUMAN,-1.379519198,1.805725472,0.030247678,-3.039944796,1.431202127,2.902359877,1.301630682,0.22136395,1.777301183,1.272517968,1.477826736,-0.643847361,1.427156503
Q86W56,Q86W56,0.08336028,PARG,Poly(ADP-ribose) glycohydrolase,PARG_HUMAN,-2.923098236,-4.534077474,-4.77400439,-5.227986201,-1.875486073,-2.473484185,-5.145289455,-6.229128671,-6.001313331,-3.552816539,-3.693936399,-7.316599319,-5.286054225
Q86WI1,Q86WI1;Q9UHN6,0.069926035,PKHD1L1;CEMIP2,Fibrocystin-L;Cell surface hyaluronidase,PKHL1_HUMAN;CEIP2_HUMAN,1.936237539,1.821918612,2.626455481,2.261477072,2.90858133,-0.55127412,2.790300851,3.095639099,2.538479603,3.141760671,0.58000201,2.369520158,2.540421705
Q86YT9,Q86YT9,0.06762344,JAML,Junctional adhesion molecule-like,JAML_HUMAN,-0.508544781,-5.225891503,-2.156838815,-5.227986201,-4.656293358,-0.270390735,-4.228319613,1.605456188,-1.551687445,-5.46940501,-1.227351925,-3.802372677,-3.2674792
Q86YW5,Q86YW5,0.170392412,TREML1,Trem-like transcript 1 protein,TRML1_HUMAN,1.060349049,-0.115001761,-0.652171543,-5.225166312,-4.429786744,-3.275522306,-3.551451577,-1.343018983,-4.309021968,-5.741636278,-2.29403297,-4.290234928,-4.278722506
Q8IU68,Q8IU68,0.002545304,TMC8,Transmembrane channel-like protein 8,TMC8_HUMAN,1.481955866,1.481440879,1.417683375,1.7958482,-0.725660332,0.971512538,1.018618166,1.987878326,1.15346473,0.906434025,1.085916147,0.33276049,0.034757797
Q8IVW4,Q8IVW4,0.038642583,CDKL3,Cyclin-dependent kinase-like 3,CDKL3_HUMAN,-2.783903993,-3.942115761,-3.975365038,-3.399473896,-3.108304496,-2.621174888,-3.079365418,-1.211737714,-2.809873934,-1.326323531,-3.783872294,-2.575841446,-2.264483477
Q8IWU5,Q8IWU5,0.011354607,SULF2,Extracellular sulfatase Sulf-2,SULF2_HUMAN,-4.25583326,-5.469497108,-2.670864741,-4.160650264,-4.811893986,-4.800569022,-4.168103975,-3.522045523,-4.516852157,-3.730160301,-3.693936399,-3.086421711,-3.907333889
Q8N1N4,Q8N1N4,0.052685914,KRT78,"Keratin, type II cytoskeletal 78",K2C78_HUMAN,-1.221357088,-2.613493969,2.577846979,-1.689358483,-5.829721316,-8.324184488,-6.039118017,-5.34716214,-2.973974206,-5.496764507,-4.773097444,-4.890026401,-3.949341965
Q8N3T6,Q8N3T6,0.099688913,TMEM132C,Transmembrane protein 132C,T132C_HUMAN,-2.298590022,-4.147974602,-2.156958553,-3.428243689,-1.503910791,-1.007888486,-0.647593737,-1.679344302,-1.597383858,-0.765691077,-2.677581216,0.413667048,0.864831239
Q8N6C8,Q8N6C8;Q8NHL6,0.154395247,LILRA3;LILRB1,Leukocyte immunoglobulin-like receptor subfamily A member 3;Leukocyte immunoglobulin-like receptor subfamily B member 1,LIRA3_HUMAN;LIRB1_HUMAN,0.543662815,0.285191406,0.581698264,-0.233729054,-2.321034234,-3.714374053,-1.18901473,-0.940358941,-2.033743803,-0.622587439,0.036607838,-0.927835686,0.085962271
Q8N807,Q8N807,0.01186141,PDILT,Protein disulfide-isomerase-like protein of the testis,PDILT_HUMAN,-1.465409108,-1.355143084,-1.790067924,-1.022615892,-0.304696527,-0.824070779,-0.748748171,-0.099198557,-1.049370777,-0.542194298,-0.817327086,-1.647148467,-1.228860015
Q8NBJ7,Q8NBJ7,0.175760614,SUMF2,Inactive C-alpha-formylglycine-generating enzyme 2,SUMF2_HUMAN,-8.161650477,-4.265542275,-7.573337901,-5.727162148,-1.057784892,-8.324184488,-3.028462496,-5.865847553,-6.374871634,-5.773823358,-7.116829482,-7.316599319,-5.514179274
Q8NBP7,Q8NBP7,0.062289677,PCSK9,Proprotein convertase subtilisin/kexin type 9,PCSK9_HUMAN,-6.87540638,-5.394903569,-4.101196441,-4.382817496,-7.485217375,-7.533971095,-6.995059647,-3.293842996,-4.991613829,-3.560495937,-6.135266857,-5.170582585,-6.115546168
Q8NEZ4,Q8NEZ4,0.197097716,KMT2C,Histone-lysine N-methyltransferase 2C,KMT2C_HUMAN,4.061105699,3.915939811,3.733398961,4.846581697,3.414905693,3.944112911,1.6316643,3.349817734,2.96915475,2.352322722,1.742305719,0.853905519,0.905186616
Q8TER0,Q8TER0,0.198918934,SNED1,"Sushi, nidogen and EGF-like domain-containing protein 1",SNED1_HUMAN,-0.36981706,1.805725472,-1.183081028,1.431875953,2.671885182,1.952757397,0.628303807,-0.202241689,-3.783021242,-0.664801438,-0.884397864,-2.113568063,-4.222058363
Q8WWI1,Q8WWI1,0.018254781,LMO7,LIM domain only protein 7,LMO7_HUMAN,-5.868321193,-4.555117038,-3.708163167,-5.341392631,-1.290399326,-1.040594442,-3.321242123,-2.333067187,-3.651859864,-1.481606508,-3.292768481,-2.757680425,-1.692981641
Q8WWZ8,Q8WWZ8,0.014820239,OIT3,Oncoprotein-induced transcript 3 protein,OIT3_HUMAN,0.29067739,-0.49775899,-2.098589864,-0.425636957,-1.846128578,-0.280322427,0.228859181,-0.758192215,0.561572273,0.63304594,-1.678723454,-1.647148467,-0.182905109
Q8WZ42,Q8WZ42,0.011867004,TTN,Titin,TITIN_HUMAN,-1.210337665,-1.393094374,-2.37582636,-1.244417594,-0.328830949,0.379588535,0.3027814,-0.016594916,0.560624613,1.186836945,-0.744310971,-0.272989373,0.498656253
Q8WZ75,Q8WZ75,0.013879463,ROBO4,Roundabout homolog 4,ROBO4_HUMAN,-5.367370392,-0.631459096,-2.156958553,-4.438836724,-4.811893986,-2.895782561,-3.207338704,-4.108562194,1.07415935,-2.428455826,-0.651254123,-0.927835686,0.814759108
Q92496,Q92496,0.043711705,CFHR4,Complement factor H-related protein 4,FHR4_HUMAN,-2.352376476,-2.486860487,-1.388078735,-0.244956853,-2.045639031,-0.543118503,-1.036212375,-2.4530949,-0.31025351,-1.015358488,-2.245968516,-3.367609733,-2.264483477
Q92820,Q92820,0.104830975,GGH,Gamma-glutamyl hydrolase,GGH_HUMAN,-3.303818332,-5.685254167,-2.885613409,-5.105577803,-3.24874272,-2.511316276,-6.039118017,-3.773275351,-6.079776982,-3.918938635,-3.476048814,-3.69275555,-3.132012115
